,id,tweet,label
1481,1482,patient urg book amp e appoint part shake emerg servic respons coronaviru pandem http co zbucb kdfo,real
1482,1483,case coronaviru confirm cali colombia video show doctor treat patient bu station,fake
1483,1484,immigr jump border wall return home record rate http co bnj vonzx coronaviru illegalimmigr ford,fake
1484,1485,say medic equip governor request actual need,fake
1485,1486,itali thrown money street clear messag whole world money enough health danger,fake
1486,1487,daili updat publish track million test k yesterday detail see http co pzrmh bl http co amjoo uyw,real
1487,1488,ground report arvindkejriw ji pleas tell us suffer delhi delhifightscorona arvindkejriw http co hjuj purl,fake
1488,1489,covid nigeria updat lago state biosafeti level laboratori activ covid test bring number covid test lab nigeria progress maiduguri kano sokoto port harcourt jo amp kaduna takerespons http co emjjm zqbt,real
1489,1490,claim coronaviru new canin coronaviru vaccin sinc,fake
1490,1491,man beaten cop dehradun india violat lockdown norm came spit peopl door handl,fake
1491,1492,south report nearli case countri today k one region countri ever report june http co xleld unjw,real
1492,1493,dbaerwald pommyle scclemon latter see trvrb best guesstim total us case rang k k,real
1493,1494,hospit rate covid older peopl right similar typic seen high sever flu season learn http co zp vylo pb,real
1494,1495,half state least one feder offici die result covid global somalia former prime minist local legisl pakistan former greek health minist nigeria chief staff among other die covid,fake
1495,1496,alway known real pandem felt pandem long call pandem,fake
1496,1497,first task begin gather data repeat way built data structur think work within covid track api test data run regular track week,real
1497,1498,daili updat publish far away biggest test day record k result report state also report second highest number case ever k fourth day row death http co kmqwgf iq,real
1498,1499,sreesub well know mani pend ratio pretti much past day,real
1499,1500,yesterday conduct highest number covid test amp record highest number posit case nigeria also deploy rapid respons team support state largest deploy resourc ever outbreak nigeria chikw http co xygpqov e,real
1500,1501,th may case report plateau amp case akwa ibom repeat case therefor plateau total case akwa ibom total case apologis state govern error amp remain commit ensur accur report http co znkpuppst,real
1501,1502,fatherbob point analysi first paragraph fatherbob hydroxychloroquin anti malari drug donald trump take prevent covid link increas death patient treat hospit around world studi shown http co iwdarfheug,fake
1502,1503,post share hundr time facebook claim nigerian presid impos curfew allow chines compani build g mast,fake
1503,1504,french doctor quot say us billionair bill gate want sell covid vaccin africa poison destroy africa,fake
1504,1505,return california situat state averag complet test last day troubl largest state far america http co hkiwb nqzv,real
1505,1506,imag show woman itali clutch month old child tightli chest die coronaviru,fake
1506,1507,video claim record hospit la margarita puebla imag patient hallway allegedli covid hospit floor full bag contain dead bodi,fake
1507,1508,claim tank capit latvia riga peopl stay home,fake
1508,1509,virginia continu stayathom hospit becom overload howev distanc relax potenti k hospit overwhelm system may learn http co bdpcjkywk http co ttbxqwqjhz,real
1509,1510,california test situat remain puzzl state add uncertainti assess sever state overal outbreak,real
1510,1511,observ data suggest metformin might reduc risk death covid patient diabet random trial unlik carri accord expert http co fqnff uthc http co ysudbuni,real
1511,1512,april us state amp us territori report commun spread covid report covid case widespread essenti trip wear cloth face cover amp keep ft physic distanc amp other http co mcp udsp http co wkthuxkfu,real
1512,1513,indiafightscorona govt india releas st instal state disast respons fund amount rs crore state govt rd april strengthen state deal covidpandem union minist ianuragthakur http co hssghajmuk http co c dkikazw,real
1513,1514,mum call check coronaviru http co rbt n gzka http co xfxcgtexit,fake
1514,1515,wear mask wear mask public set especi difficult stay feet away other live household learn http co unpwzlb xu http co ufdtothh x,real
1515,1516,coronavirusupd total covid case india august activ case cure discharg migrat death total covid confirm case activ case cure discharg migrat death via mohfw india http co x jcqo lfd,real
1516,1517,indiafightscorona state countri total number activ case secretari mohfw india staysaf indiawillwin icmrdelhi http co x vbhjjben,real
1517,1518,plane covid infect bat pass dublin airport without proper check http co u b dwtqxa,fake
1518,1519,presid trump say know brought coronaviru unit state http co vrum j aon donaldtrump china,fake
1519,1520,video show covid patient lie dead ground india,fake
1520,1521,trump said increas test led case halt test elimin covid case would conceal could fuel even greater crisi http co ojkguajysc tulsatrumpr,fake
1521,1522,symptom first nine day one contract covid,fake
1522,1523,indiafightscorona earli identif aggress test comprehens surveil amp contact trace focu time effici clinic treatment patient ensur high number speedi recoveri also kept case fatal rate low http co gnruo ztz,real
1523,1524,yesterday laboratori complet test surpass test test process sinc februari includ test manag isol facil commun base test across countri,real
1524,1525,per hmoindia wear facecov compulsori public workplac nation direct covid manag violat punish section b disast manag act imprison amp fine http co sw jhb k http co thlnxo yfc,real
1525,1526,u record highest one day covid death toll week http co lzvhgvt ou,fake
1526,1527,ministri conclud follow group grant exempt manag isol compassion ground june one peopl subsequ approv withdrawn remain manag isol full day,real
1527,1528,coronaviru crisi rival hypochondria epidem http co nynvq yt health coronaviru diseas covid prostatecanc,fake
1528,1529,covid win viru taint santa anita derbi http co nx cqcp cc,fake
1529,1530,colorado deni trace coronaviru found state pot suppli http co fomn yfpv donaldtrump marijuana,fake
1530,1531,rt cdcemerg chang food avail commun due covid pandem may limit avail fresh food find,real
1531,1532,first tranch peopl user group slack note think channel larg peer support work data fascin see differ type user sign http co ixqxu x b,real
1532,1533,yatezi munchbunch dr elli well consid bio engin viru flu viru flu would poleax around two week abl get bed c power bad flu test posit covid materi suggest fals posit,fake
1533,1534,state report posit today last monday http co xciqe qbd,real
1534,1535,today realdonaldtrump visit south florida nation hotspot covid case look fact check recent statement pandem includ falsehood total harmless http co hodsclqetl http co myuzxhqprb,fake
1535,1536,john travolta back hospit http co xnsswth dc health death coronaviru johntravolta pandem saturdaynightfev,fake
1536,1537,small data entri issu maryland number stand quick fix api,real
1537,1538,rt cdcemerg dyk older adult higher risk develop seriou complic covid ill step ho,real
1538,1539,coronaviru uk excess death could hit peak level novemb without action http co iqhkcifprg,real
1539,1540,also extens look releas specif difficulti project face tri compil compar data differ jurisdict florida report much data almost state territori still problem abound,real
1540,1541,pedro sanchez presid govern spain spoke scientif committe govern recogn committe never exist,fake
1541,1542,imag show vaccin coronaviru alreadi discov patent readili avail,fake
1542,1543,itali surrend everyth hand allah keep pray muslim umah allah save us pandem plz,fake
1543,1544,peopl return neg test covid peopl test either basi health child declin longer contact left countri,real
1544,1545,pelota citi hall citi brazilian state rio grand sul use siren mark begin lockdown citi,fake
1545,1546,coronaviru inevit second wave would happen say pm bori johnson said want second lockdown consid current measur need go read http co q g nmrqjk http co cjcvvgi f,real
1546,1547,backtothebeach complet test result pend backlog obvious larg,real
1547,1548,first case report today man arriv new zealand juli philippin via hong kong manag isol rydg rotorua test neg covid around day stay,real
1548,1549,prof peter horbi talk kayburley new treatment triall hospitalis covid patient includ promis monoclon antibodi treatment involv give patient laboratori made antibodi kayburley latest http co xugjzq xxp http co mbalc,real
1549,1550,indiafightscorona track death state across week state e karnataka amp delhi increas case fatal trajectori howev andhra pradesh maharashtra amp tamil nadu decreas daili death secretari mohfw india http co dhcaa ix,real
1550,1551,report outbreak idioci spread time faster coronaviru covid http co yapqkvdncj,fake
1551,1552,elderli peopl left die italian hospit near milan,fake
1552,1553,donald trump respons coronaviru bear full respons fail protect nation worst public health econom crisi lifetim,fake
1553,1554,today total covid case complet recov take recoveryr covid covid covid covid covid india covidupd coronaviru coronavirusindia coronavirusupd coronaviruspandem http co aaxhzlxqq,real
1554,1555,icmr continu commun respect state author find previou survey dynam contain zone commun state action indiafightscovid,real
1555,1556,st covid death nigeria record case year old male return home follow medic treatment uk underli medic condit multipl myeloma amp diabet amp undergo chemotherapi thought famili http co stojtqew,real
1556,1557,indiafightscorona recov case time number activ case total activ case recov case import point first time activ case reduc last hr secretari mohfw india http co nvcjpanbhn,real
1557,1558,report death quit low sunday monday recent week dataset includ probabl covid death report new york citi new york state track death http co ur jplo wh,real
1558,1559,respons collabor effect measur right earli identif aggress test effici track comprehens treatment collect led encourag outcom covid,real
1559,1560,rt drharshvardhan covid updat india regist recoveri last hour number recov patient,real
1560,1561,final term case report last day appropri follow underway includ make sure anyon flight isol facil test captur day day routin test,real
1561,1562,brace corona studi found differ key outcom patient continu vs stop medic http co kzmvziowln esccongress,real
1562,1563,three new case covid confirm lago nigeria case return travel contact confirm case pm nd march confirm case covid nigeria discharg death http co uqvydk xk,real
1563,1564,import n ineffect covid rais risk infect hcp patient http co mlwgunmsn,real
1564,1565,offici mask combat novel coronaviru releas,fake
1565,1566,nearli million peopl unit state accord trump white hous conduct million covid test abysm donald trump need scale test need immedi,fake
1566,1567,gun tote michigand burn witch protest state coronaviru lockdown http co vfuk vrki,fake
1567,1568,older adult peopl age sever chronic medic condit like develop seriou outcom includ death infect covid see cdc guidanc peopl higher risk seriou ill http co sldrvxxfcz http co ecv uli jh,real
1568,1569,total number confirm case covid number report world health organ yesterday laboratori process test bring total number test complet date,real
1569,1570,mexiwi hi rule peopl must seat buffet salad bar allow alert level food must serv individu,real
1570,1571,rt factchecknet coronaviru pandem put emphasi import scienc health fact check reporterslab,fake
1571,1572,rt drharshvardhan covid updat higher number patient get cure india total recoveri surpass lakh less,real
1572,1573,freeli filter podcast host discuss known unknown covid impact kidney http co yd dd http co qjsid dfl,real
1573,1574,even high daili test level daili posit rate cumul posit rate less reflect centr led strategi test track treat effect implement state ut icmrdelhi covidnewsbymib,real
1574,1575,new case report addit recov case total number activ case import case miq facil commun case,real
1575,1576,israel case coronaviru develop cure,fake
1576,1577,underli condit increas risk sever coronaviru least patient http co mxv kiaf,real
1577,1578,man want caus widespread panic everyon go die http co fhebigjxvb death pandem coronaviru,fake
1578,1579,idea get ahead problem professor global public health dr devi sridhar explain new restrict introduc stop separ household meet indoor scotland get new restrict http co vldzfrneaj http co ylisgyntqv,real
1579,1580,thyrocar thane lab seal fals posit covid test,fake
1580,1581,russia say vaccin covid safe effect would buck histor trend develop normal take year month histori vaccin develop smallpox sar http co jazrczjjl coronavirusfact,fake
1581,1582,south africa fifth highest covid infect rate world,fake
1582,1583,indiafightscorona last lakh recoveri record day comparison preced lakh recoveri record day respect http co la vlzgoh,real
1583,1584,indiafightscorona india continu scale new peak covid test lakh sampl test consecut day despit high test level daili posit rate cumul posit rate less staysaf http co npgkjj nfw,real
1584,1585,must act oklahoma prevent hospit overload project indic stay home order must implement may th may th latest sooner act live save learn http co pnfryte x actnow http co ztram j,real
1585,1586,donald trump would receiv million three hotel close four day republican bill hell right,fake
1586,1587,drink lot water gargl warm water salt vinegar elimin coronaviru,fake
1587,1588,chines court gave permiss kill patient infect coronaviru,fake
1588,1589,latest cdc covidview report show nation percentag ppl test posit covid decreas compar last week howev four region part southeast south central west coast northwest saw slight increas http co zp vylo pb http co wla dxxj,real
1589,1590,cancer trial interrupt covid reviv http co ewfpqbxjsj http co bs vhoyavq,real
1590,1591,video muslim violat lockdown condit old citi hyderabad,fake
1591,1592,get test ask keep track movement use nz covid tracer app need everyon alert level case area,real
1592,1593,california final provid updat unclear total test count includ pend larg number test second new york presum includ commerci test provid http co grxipopygh,real
1593,1594,indiafightscorona recoveri rate reach recov case time number activ case top state high activ caseload also one present report high level recoveri staysaf indiawillwin icmrdelhi http co x vknyj j,real
1594,1595,new case covid nigeria plateau lago katsina edo fct ondo oyo kwara abia nasarawa kano ekiti kaduna kebbi ogun confirm discharg death http co bc jtpg,real
1595,1596,http co hcgwx g california fire camel race coronaviru tribut world photo sept http co vmep hhnbc http co kvz fewpx,fake
1596,1597,real sens oklahoma flatten curv number case oklahoma declin precipit,fake
1597,1598,addit signific cluster matamata close mean four signific cluster remain open cluster consid close new case two incub period e day date case complet isol,real
1598,1599,south seven day averag new case per million peopl drop juli peak west seven day averag back new case per million peopl dip earlier month relat part ca report system problem http co ehwvyw,real
1599,1600,myjourneymyself dr fauci fund riski gain function test sar covid viru bat wuhan institut virolog deem illeg unit state chines conduct test releas coronaviru planet forev fauci arsonist fire fighter,fake
1600,1601,whatsapp messag say taht ecuador cure coronaviru alreadi found thank fact ecuadorian doctor disobey global law world health organ autopsi thu would discov caus diseas bacterium remedi antibiot anti inflammatori anticoagul,fake
1601,1602,british compani launch household cleaner destroy covid second follow live coronaviru updat http co nyzlpjyfxm,real
1602,1603,reduc retail activ temporari reduct coin product due covid caus nation coin shortag shortag part plan elimin paper money http co fxp cq lvl,fake
1603,1604,pm th march confirm case discharg death breakdown case state real time pleas see http co zqrpneofet current lago fct ogun ekiti oyo edo bauchi osun river enugu covid nigeria,real
1604,1605,job world health organis help us fight coronaviru work home experi requir sm send job work hour daili mobil earn daili click appli nowhttp bit ly emukei vacanc till st juli,fake
1605,1606,internet collaps global due new coronaviru outbreak,fake
1606,1607,say million chines convert islam proven coronaviru affect muslim,fake
1607,1608,entir famili fall sick covid delhi chemist talk shortag anti viral medicin like fabiflu difficult get medicin kejriw ask quarantin home system follow govt exist paper,fake
1608,1609,donald trump said brazil countri suprem court hamper nation govern abil deal covid also critic brazilian state governor,fake
1609,1610,film new fall seri walk braindead begin http co utdl x uho hollywood coronaviru ohio horror thewalkingdead,fake
1610,1611,pleas fwd contact india never know may help tata group start good initi provid free doctor consult onlin chat facil start need go doctor safe home link reqest everyon take benefit facil http www tatahealth com onlin doctor consult gener physician coronaviru fightagainstcoronaviru stayhomestaysaf telugunew journalist sai,fake
1611,1612,civil servic examin india cancel due coronaviru outbreak,fake
1612,1613,heard straight presid want termin health care million american middl global pandem let happen http co od rdn yiz,fake
1613,1614,come tonight head prevent programm amp knowledg manag chinw ochu tuesdayl discuss covid nigeria tune ntanewsnow dstv channel join convers time pm http co ainbfqa,real
1614,1615,say simpson predict coronaviru,fake
1615,1616,breakdown case state real time pleas see http co zqrpneofet current lago fct ogun ekiti oyo edo bauchi osun total confirm case covid nigeria,real
1616,1617,coronavirusupd indiafightscorona india averag posit rate stand date state ut posit rate less http co dkfftxogzz,real
1617,1618,texa warn dread chupacabra could carri coronaviru http co hqupmzcxb donaldtrump texa dna lachupacabra,fake
1618,1619,video show presid donald trump say covid democrat new hoax,fake
1619,1620,want find viru support anyon ensur health well well look stop spread commun none activ case requir hospit level care,real
1620,1621,italian arguabl die covid actual die due anoth prexist condit,fake
1621,1622,regret error announc new covid case nigeria yesterday ncdc remain commit ensur transpar accur report infecti diseas case nigeria,real
1622,1623,cdc reduc covid florida case count http co bbbcvi http co tcax mbao,fake
1623,1624,part slow spread covid wear face cover public stay least ft away other avoid larg crowd wash hand often cdc join surgeon gener say covidstopswithm http co tt zon hf http co yar oabpbo,real
1624,1625,yesterday laboratori complet test bring total number test complet date,real
1625,1626,help scientist edinburghuni discov whether rins nose gargl salt water could help reduc covid symptom amp reduc transmiss know adult covid symptom uk pleas tell studi http co qf q vlgb http co gxuqfxewx,fake
1626,1627,mess wrong person corona spit face new york islam jihadi spit metro coach passeng door close unfortun low iq jihadi pick wrong person forc train door open thulp jihadi pulp made fall ground stomp head way treat spit lewd behavior jihadi,fake
1627,1628,news need wetherspoon reopen say man barrel warm piss shed http co xpctyx dgx http co nc wf q,fake
1628,1629,indiafightscorona india case per million popul amongst lowest world stand india world secretari mohfw india staysaf indiawillwin icmrdelhi http co cbk ykv,real
1629,1630,b contact trace bill control track popul coronaviru,fake
1630,1631,death rose new singl day high dataset weekend report lag tuesday number set new high date throughout april tue death tue death tue death tue death http co wrdazkculf,real
1631,1632,color bio engin bacteria could end fashion obsess toxic dye futur futur futur futurenow futuretrend busi facebook googl scienc educ news covid http co mi l,fake
1632,1633,say presid barack obama sign medic applianc tax bill forc compani outsourc manufactur mask gown glove ventilaor sic china europ russia avoid tax,fake
1633,1634,rt drharshvardhan covid updat covid patient recov last hour led surg tota,real
1634,1635,photograph former unit state presid barack obama caption say taken chines laboratori wuhan barack obama anthoni fauci melinda gate visit viru factori probabl check progress coronaviru research,fake
1635,1636,outbreak slaughter hous due fals pcr test pcr test show posit result coronavirus cattl vaccin cattl,fake
1636,1637,rt surgeon gener covid spread peopl anim close contact sure take step keep pet safe,real
1637,1638,karinaclaudiob alexismadrig want believ essenti bandwidth add piec lock sustain data entri alexismadrig,real
1638,1639,neither free coffe compani brand tchotchk onlin medic meet may virtual tumblewe blow say jackwestmd http co zrmcrfbg http co bahj nret,real
1639,1640,common feel stress covid pandem use cdc tip resourc take care love one mental health http co gkzv vspcv minoritymentalhealth mentalhealthawar http co lwkb bg,real
1640,1641,rt cdcdirector cdc guidelin combat spread covid includ social distanc discourag gather mor,real
1641,1642,one thing know privat test go scale thousand test day quit possibl dwarf sourc soon,real
1642,1643,indiafightscorona new case concentr state ut maharashtra alon follow andhra pradesh amp karnataka amp case respect http co wkioubnkn http co exgjd x n,real
1643,1644,audio state certain section societi surat vendor spread coronaviru,fake
1644,1645,south dakota state left us issu stay home order social distanc order south dakota must act avoid hospit overload http co deudnlemw http co phe bbv mr,real
1645,1646,photo claim person doctor die attend mani covid patin hospit mu iz bueno air,fake
1646,1647,new case covid nigeria lago fct plateau river enugu oyo abia delta edo ebonyi cross river kwara kaduna anambra ogun imo bauchi osun nasarawa kano ekiti confirm discharg death http co nzupdh x,real
1647,1648,septemb nation forecast suggest new covid death report week end octob forecast predict total covid death us octob learn http co ft cgmampx http co teavgzkzic,real
1648,1649,teravolt registri past treatment may impact risk death patient thorac malign develop covid http co mdwsbrwofv asco lcsm http co pgdjkgdbk,real
1649,1650,regular remind take vitamin pill lot nascent scienc observ correl propos mechan suggest covid hardest vitamin defici whether hold end still need vitamin take pill,fake
1650,1651,coronaviru uk excess death could hit peak level within two month noth done stop spike case http co jiwqztfrir,real
1651,1652,health offici advis everyon follow random facebook profil coronaviru inform coronavirusoutbreak,fake
1652,1653,rt mohfw india indiafightscorona india exponenti scale test one januari lakh day august pmoind,real
1653,1654,assum hospit increas avail bed covid patient approxim per day reach maximum capac increas current bed capac,real
1654,1655,amid chao problem caus covid hope physician would get break complic payment report program ala http co avscr fv u http co mpjih cjo,real
1655,1656,know public health offici unpreced situat deepli appreci dedic know put date covid data difficult identifi six chang florida could make maxim use data http co hu aj dq,real
1656,1657,rt niosh wildland firefight faq help prevent infect spread covid among crew http co mr ambfxo californ,real
1657,1658,facebook page share post announc unit state america grant nigerian free work visa two year,fake
1658,1659,idaho statesman situat idaho state level access hospit data recent hospit data enter yesterday though reflect standard lag id data point http co svoidrif,real
1659,1660,half year sound highest alarm declar covid outbreak public health emerg intern concern time januari case outsid china death drtedro,real
1660,1661,four new case covid report nigeria osun ogun st march confirm case covid report nigeria death http co zipxcpvmu,real
1661,1662,mantova hospit itali test plasma treatment heal covid patient italian govern sent carabinieri stop experiment bill gate,fake
1662,1663,india main opposit parti congress gener secretari priyanka gandhi arrang buse take home migrant stuck state uttar pradesh,fake
1663,1664,saleyhaahsan bendepear contact trace key pandem continu evolv tri keep pace ad th indic contact trace keep track read http co aiyoynmcu,real
1664,1665,indiafightscorona exponenti increas daili covid test countri lakh test done last hour secretari mohfw india staysaf indiawillwin icmrdelhi http co ogu w st k,real
1665,1666,inhal steam boil sea salt orang peel minut prevent coronaviru enter bodi,fake
1666,1667,make patient schizophrenia vulner coronaviru via drjlieberman http co yhj eopgpa,real
1667,1668,uk newspap say maulana saad tablighi jamaat donat rs crore pm relief fund coronaviru,fake
1668,1669,comparison new york rest state territori known live lost due covid come new york http co cf ttxbd,real
1669,1670,next week even symptom pleas test south west auckland greater health risk get covid test free test site nationwid http co pz kjp,real
1670,1671,yesterday watch live stream us pole competit made abundantli clear pole athlet well covid heard enough depress music last month,fake
1671,1672,rt pib india japan test turn posit among highest world india,real
1672,1673,itali cure coronaviru final found,fake
1673,1674,barack obama first ex presid ever speak successor,fake
1674,1675,cannot solv problem year week work hard reduc risk covid infect health care worker frontlin need fundament chang approach infect prevent amp control nigerian hospit chikw ptfcovid http co h muzae,real
1675,1676,yesterday lab process test total number test complet almost complet last week due high level test delay hour process test,real
1676,1677,clinic trial outcom favipiravir manag mild moder covid join webinar use link http co pjkywmf pq kenyaphysician http co kvpkk k,fake
1677,1678,coronavirusupd india covid recoveri rate improv septemb steadi improv india covid recoveri rate sinc lockdown initi march indiafightscorona icmrdelhi via mohfw india http co qokknyp pz,real
1678,1679,video show bat main sourc coronaviru mani roof hubei district,fake
1679,1680,region stori less case report state northeast http co npcll cex,real
1680,1681,daili updat publish track total complet test yesterday k largest number yet note track test state report state report test detail http co pzrmh bl,real
1681,1682,donald trump refus take seriou action combat covid crisi result got alway want u isol rest world http co owvnl ul,fake
1682,1683,three addit previous report case consid recov covid total number activ case import case miq facil commun case total number confirm case covid,real
1683,1684,day lockdown coronaviru coronaviruspandem dayslockdown dayschalleng indiafightscorona socialdist best exampl thejohnabraham johnabrahamclub http co ojagrvdtih,fake
1684,1685,israel found cure vaccin coronaviru,fake
1685,1686,june million covid case report u state jurisdict report case see mani case report state counti http co wiufbkr uh http co ubfeluso,real
1686,1687,averag test per million per day increas second week juli first week septemb per advic countri need conduct test per day per million popul comprehens surveil suspect case http co lbhapx u b,real
1687,1688,day averag covid death drop weekend http co nm r fhfw,real
1688,1689,report outbreak idioci spread time faster coronaviru coronoviru http co yapqkvdncj http co dbv bhqcp,fake
1689,1690,today honour minist fmohnigeria conven live press brief updat nigerian ongo respons covid outbreak nigeria th march case covid record nigeria discharg death http co e ko ciwtl,real
1690,1691,midday today alert level restrict social gather eas group peopl permit includ event home outsid home gather like religi servic parti wed tangihanga funer,real
1691,1692,peopl report recov covid increas yesterday case today two peopl receiv hospit level care covid one auckland middlemor hospit neither icu,real
1692,1693,pakistani doctor osama riaz last messag take last breath,fake
1693,1694,covid outbreak broke china immedi start build laboratori capac within month activ total lab across countri least one per geo polit zone bring test closer peopl chikw http co mhdyohvrwb,real
1694,1695,devast stock broker face hand clearli take coronaviru precaut serious coronaviru covid stockmarketcrash http co ntcvhtq yt http co dqddhnetim,fake
1695,1696,woman commit suicid due coronaviru lockdown,fake
1696,1697,combin total confirm probabl case remain number recov case unchang one case remain activ addit death report,real
1697,1698,say presid donald trump never downplay viru,fake
1698,1699,new model reportedli shown london two three day behind coronaviru hotspot north west north east http co zkcse u br,real
1699,1700,cover cough covid spread respiratori droplet infect person cough sneez talk addit also spread someon show symptom take everyday precaut part stop spread http co qkkt oem http co enwgieu qv,real
1700,1701,news suspend coronaviru http co l bwuvcx,fake
1701,1702,peopl start enter er fungal lung infect wear mask,fake
1702,1703,man visit albani n day die coronaviru,fake
1703,1704,seri interview ad businessman clive palmer said anti malaria drug hydroxychloroquin contribut australia low death rate covid found claim baseless new factcheck http co g seokvp auspol coronavirusfact http co cqczsywhqg,fake
1704,1705,steam inhal kiosk fight wuhancoronaviru,fake
1705,1706,call everi ceo america publicli commit buy back compani stock cours next year worker face physic econom consequ coronaviru corpor leader cannot cede respons employe,fake
1706,1707,steam kill viru nose throat erad coronaviru,fake
1707,1708,pleas announc inclus new genexpert lab taraba state ncdc molecular laboratori network taraba state specialist hospit jalingo gener hospit takum bring number lab covid test capac lab network http co epgrrw,real
1708,1709,covid updat new confirm case relat commun outbreak auckland import activ case commun manag isol total number confirm case date,real
1709,1710,rt cdctravel look covid risk certain destin check cdc covid travel recommend countri http,real
1710,1711,viral video showcas emerg treatment covid patient maharashtra indian state video share name differ citi maharashtra,fake
1711,1712,monday septemb cabinet decid alert level gather limit increas auckland whether rest countri move alert level,real
1712,1713,current peopl manag isol quarantin current effect capac give us excess capac,real
1713,1714,hotel remain close india till octob,fake
1714,1715,cardiac mri scan show big athlet test posit covid also myocard http co ndi en,real
1715,1716,state seem troubl sever show substanti drop current hospit post hh notic report hospit figur publish hope see smoother data next week,real
1716,1717,group pupil sent home posit test rather someon develop symptom pm say http co kbmejhdbcb,real
1717,1718,isra doctor say danger wear mask outsid,fake
1718,1719,disregard messag beneficiari covid fund account credit ncdc also ncdc send letter employ amp never request payment return employ offer share verifi inform http co l g ueh j http co wodw xeccn,real
1719,1720,one person remain auckland citi hospit stabl condit ward one signific cluster remain open total number confirm case covid number report world health organ,real
1720,1721,limit gather one way slow spread covid physic distanc hard find tip support health love one challeng time http co fp noso http co nirfxpmspi,real
1721,1722,rt depsechargan mask help prevent spread covid wide use public wear mask help pro,real
1722,1723,rt mediawis pre covid world travel across u give media literaci train teen teacher school wou,fake
1723,1724,indiafightscorona follow simpl handwash step prevent spread covid staysaf indiawillwin mohfw india drharshvardhan ministrywcd prakashjavdekar ddnewsliv airnewsalert unicefindia pib india via uninindia http co kvp cyxg,real
1724,1725,presid trump claim viru control test avail,fake
1725,1726,mouthwash could help fight covid along bad breath http co uuvvd x j,real
1726,1727,type type diabet associ much higher risk hospit death covid http co yaqbeg anv,real
1727,1728,airborn main way covid spread doh updat guidelin well,fake
1728,1729,vaccin cure covid three hour releas next sunday accord presid donald trump roch alreadi produc million vaccin,fake
1729,1730,new case covid nigeria lago delta ondo fct edo oyo kaduna enugu katsina imo adamawa ogun osun abia river nasarawa bauchi niger kebbi ekiti plateau taraba confirm discharg death http co jaiuidu j,real
1730,1731,news new mari trump book claim donald trump order intern take daili covid test http co jmdpza p http co hh pdrysw,fake
1731,1732,test covid drug determin emerg use author come late fall http co sjeh nluef via webmd,real
1732,1733,rt pib india indiafightscorona recov case time number activ case peopl recov fa,real
1733,1734,news govern urg lift lockdown emerg ed sheeran use time write new album http co en bashtp http co dcjqsadtxj,fake
1734,1735,resid corona california want citi name chang http co hzrsjmrp donaldtrump california coronaviru grafitti,fake
1735,1736,qanon theorist tout drink industri bleach known mm miracl miner solut miracl cure covid per wikipedia crazi democrat say republican ad claim protect pedophil aim qanon follow http co ousrppoejw via yahoo,fake
1736,1737,one new zealand receiv hospit level care covid yesterday laboratori complet test bring total number test complet date,real
1737,1738,coronaviru four welsh counti face local lockdown worri rapid rise infect http co mg nlbenu,real
1738,1739,coronaviru pm want anoth lockdown say second wave inevit http co vdj yhqiqw,real
1739,1740,week covidview report earli indic level covid ill still low may increas slightli part unit state hospit rate death still trend learn http co zp vylo pb http co agqkueaufi,real
1740,1741,yesterday test process bring total test process overal,real
1741,1742,countri recommend manag acut ischem stroke covid http co nrg kkhfq http co zm p h cvt,real
1742,1743,midst pandem trump administr chose expend effort attempt disestablish mashpe wampanoag tribe reserv istandwithmashpe indian countri http co z nzjclaf,fake
1743,1744,order combat covid need decis public health respons decis econom respons laid exactli would presid crisi take look http co q oqw tqo,fake
1744,1745,still process connect peopl peopl test reason child part reposit crew current oversea refus test peopl refus test,real
1745,1746,panic fear might limit human reason fuel hoax coronaviru http co hwagr mv via factchecknet coronavirusfact datoscoronaviru,fake
1746,1747,bill gate vatican plan depopul world coronaviru vaccin,fake
1747,1748,lock exit bump corona case k present offici report also doubt still test corona case like germani alreadi v r equival franc corona case health infrastructur enough save poor http co j cuehui http co vyxnnnenmp,fake
1748,1749,basic jokowi bet avigan favipiravir might actual payback promis result treat covid patient,fake
1749,1750,india newborn twin name corona covid viru,fake
1750,1751,even uncertainti test florida elsewher case nationwid trend past week death howev continu climb toward day averag http co hct xfjn,real
1751,1752,bill gate admit covid vaccin might kill nearli million peopl,fake
1752,1753,say coronaviru caus sudden death syndrom,fake
1753,1754,govrondesanti claim would press event may would never ask coronaviru press confer transcript show claim fals http co l qxh http co xkrpcvqjxc,fake
1754,1755,walmart amazon kroger target costco report coronaviru case news,fake
1755,1756,fennel tea cure coronaviru,fake
1756,1757,accord hmoindia unlock guidelin swim pool permit function howev yoga institut amp gymnasium allow function sop issu mohfw india covid covid unlock covidupd http co tmtmc cbia,real
1757,1758,rt imperialcolleg coronaviru vaccin team led prof robin shattock roboski given million dhscgovuk fast,real
1758,1759,lemon bicarbon tea green tea treat prevent coronaviru,fake
1759,1760,pope franci covid crisi chanc come better http co lpcwwdvpxp via ajenglish,fake
1760,1761,westvirginia low infect growth rate person infect less one person total number case shrink posit test rate low suggest widespread test icu use low suggest capac handl new covid infect http co r qfhizdw,real
1761,1762,germani sent china bill billion damag caus economi due coronaviru,fake
1762,1763,studi prove chloroquin effect treatment coronavirus,fake
1763,1764,today announc stamp plan respond new case covid commun ongo elimin continu strategi deal covid keep new zealand safe evid commun transmiss date,real
1764,1765,covid bacterium viru,fake
